"","number","idx","exp","MSE"
"RPL11",16054,157,-0.0587500000000001,1643832.01636793
"RHOXF2B",10045,116,-3.75125,1643836.39607086
"CDO1",14687,136,0.985583333333331,1643836.86848196
"C20orf42",14238,188,-1.54416666666666,1643841.07974836
"FGF10",798,158,1.895125,1643842.29939833
"RAD23B",13124,209,0.4696875,1643842.8863309
"SLC2A3",3452,72,-3.12990909090909,1643843.57903365
"VWC2",7349,163,0.21425,1643843.7271333
"MOBKL2C",1929,64,0.7326875,1643851.15542249
"FAM129C",4446,85,0.11975,1643854.95261317
"MGC71993",11851,44,-0.18925,1643859.87339956
"C17orf32",9343,23,-0.0321875,1643861.15073468
"FIBP",16235,235,0.6974375,1643862.73245768
"AADACL2",11975,76,-0.472,1643864.84884618
"MAP3K13",13175,168,1.06641666666667,1643868.3770753
"NMNAT3",10529,28,0.40175,1643870.56976142
"FMO1",8114,38,2.408375,1643871.04687377
"RAB3IP",6593,52,-0.24475,1643871.82891244
"TFG",3790,180,0.11715,1643872.54530743
"ICAM3",825,183,0.0473749999999995,1643875.37767827
"NPY1R",6956,160,1.63416666666667,1643879.45261628
"SPRR2F",11166,89,-1.2695,1643882.15210563
"TMEM162",4855,74,0.0943333333333337,1643883.45746074
"CBY1",14940,90,0.731166666666667,1643884.85338141
"KIFC1",10053,181,-1.59966666666667,1643890.81692867
"PPRC1",7373,234,0.12425,1643891.34864461
"NEBL",2423,150,2.72158333333333,1643891.6850651
"ISCA2",5429,157,-0.00462499999999938,1643894.43461844
"ZNF529",15284,20,-1.03491666666667,1643898.61402515
"CCDC85B",13455,123,-0.558125,1643898.95769936
"MGC14376",5386,135,0.716249999999999,1643900.96515775
"GRWD1",2498,234,0.32925,1643903.75476494
"NF1",13413,150,0.181416666666667,1643909.07412824
"ZPBP",12976,44,-0.0935,1643910.60482158
"MRPS17",16384,30,-1.370625,1643917.83995648
"ALX4",1823,194,0.349,1643918.24877355
"PYCR1",10225,119,-0.7215,1643919.18843003
"AKAP1",1708,236,1.27725,1643919.25037965
"C10orf137",2928,202,-0.0405625000000003,1643923.36678362
"HRASLS3",15528,111,2.09608333333334,1643923.44744745
"FAM83E",5825,43,-0.5305,1643924.23136831
"ACCN4",2741,21,-2.09433333333334,1643924.74437295
"ATP6V0C",5068,114,0.4589375,1643924.875272
"RUVBL1",5829,206,-0.245625,1643926.22612573
"OLFM1",14305,231,0.892083333333334,1643930.25759772
"HAGHL",14183,189,0.34925,1643932.82560547
"RAI16",464,77,-0.291416666666666,1643934.83318757
"KLK11",4263,40,-5.3315,1643938.48484372
"UVRAG",10406,54,-0.00083333333333302,1643938.98182137
"RALY",14176,140,-0.18475,1643939.14670277
"P2RY6",3909,58,-0.770375,1643944.85796477
"ELOVL6",3978,81,-1.774375,1643945.11702685
"PIP5K3",6749,121,-0.511833333333333,1643947.69778265
"MKL2",5107,217,1.8215,1643950.18124511
"ANP32D",12428,107,-1.72625,1643951.2417054
"GALNT3",13020,46,0.67825,1643955.37562798
"TCF25",2235,23,-0.491666666666667,1643955.61986963
"ZDHHC19",5857,148,0.25225,1643955.68888413
"MSTP9",3796,21,-1.24425,1643955.71175313
"MT2A",14008,71,-1.26375,1643955.94512805
"PCDHA1",14955,26,-0.661499999999999,1643958.38372607
"AQP5",12752,67,0.608333333333332,1643963.41326607
"TREH",14872,146,0.0501874999999998,1643963.91935569
"FAH",1849,170,0.7160625,1643964.44487833
"NAT13",3700,54,-0.852124999999999,1643969.58467248
"ABP1",8517,38,-0.3050625,1643976.43924109
"TGM1",12464,163,-0.502749999999999,1643976.75535334
"NNMT",7057,230,2.27025,1643978.65209037
"TMEM158",3850,23,-3.26275,1643980.0771264
"RAPH1",1205,57,0.5301875,1643981.80916917
"C18orf45",13234,129,1.55024999999999,1643984.6624001
"IGSF21",7097,237,2.99175,1643985.03501222
"LRTM1",11149,228,0.529250000000001,1643991.20704917
"COP1",15423,27,-0.381083333333334,1643992.44021239
"HLA-DOA",330,45,2.03738636363637,1643995.34518082
"TRUB1",7000,37,0.1401875,1643995.41903979
"ITGB3BP",6000,102,-1.6645,1643995.53710086
"PLXNB3",11126,20,-0.407687500000001,1643997.54744153
"KIAA0701",4180,62,-0.0488125000000009,1643997.93098275
"AKR1A1",11808,33,-0.061535714285714,1643998.75346645
"C8B",14716,59,-3.133125,1643998.82681857
"RUFY3",11751,206,0.7948125,1643999.48061031
"PAGE4",5785,119,-0.998833333333334,1644001.39968543
"SNAI2",8665,165,0.564166666666668,1644002.29443507
"FOLR1",5668,76,-2.6195,1644002.55269155
"WASF4",1420,67,0.2925,1644003.63284554
"PLAC9",11221,150,1.51975,1644006.32414154
"HSPA6",5817,158,1.57675,1644006.76014426
"GNB1L",3514,85,-1.41,1644009.27433325
"PLA2G4B",6449,92,0.381249999999999,1644010.33131464
"MSL-1",1659,174,0.323375,1644017.93362947
"CPA2",14343,39,-0.246,1644018.77343484
"GPR61",4346,222,0.460625,1644020.47483905
"SYNE1",9482,20,-0.296208333333333,1644020.94621686
"TNFRSF11B",9996,56,-4.2153125,1644023.01726917
"ZNF540",5716,105,1.147,1644023.13990692
"TFDP1",6115,124,-0.739416666666667,1644027.75412979
"MAGIX",12247,50,0.881749999999999,1644028.6952415
"PLEKHH3",17068,24,-0.0860833333333334,1644029.58134566
"C12orf29",16476,103,-0.684625,1644033.47386286
"DENND1A",6687,105,-0.434708333333333,1644033.68723427
"GDF10",144,228,3.51025,1644033.85839352
"FOXL2",10497,157,-2.92583333333333,1644034.8174047
"RBM12",1636,177,0.00299999999999944,1644038.94131965
"SRRM1",15697,147,-0.205571428571428,1644038.95200227
"TPD52L1",6990,148,0.7494375,1644042.14912441
"NHSL1",10641,145,-0.922,1644042.9489525
"TREM1",953,180,2.36575,1644043.572652
"GATA5",16959,199,0.105875,1644046.06721202
"ZNF418",16086,202,1.349,1644048.74947695
"SFRS12",14878,162,-0.419166666666666,1644053.35973348
"TNIP1",9525,65,0.00862500000000018,1644053.45677051
"TMEM87A",11647,82,0.528844444444444,1644053.6530143
"NUDT11",1696,90,-2.44666666666667,1644054.26053894
"BAI2",12759,219,1.905375,1644058.69035098
"SLC6A4",3337,44,-2.599,1644060.05944689
"KIAA1957",12596,169,-0.12175,1644063.60916994
"FREQ",5670,39,-1.41333333333333,1644064.89497989
"KIAA0284",3781,50,0.0599999999999999,1644066.07684854
"IL1F9",13500,161,0.18575,1644069.20120648
"GTF2H5",4717,58,-0.0216250000000002,1644078.67981222
"VPS37A",2905,228,0.584,1644083.18034587
"MYLK",7225,38,0.980833333333336,1644086.09917195
"DIDO1",11082,236,0.360583333333333,1644087.03619907
"KL",11020,28,0.981035714285715,1644087.76108503
"PNPLA2",17267,216,1.702375,1644087.79067989
"SHROOM4",15989,69,0.3445,1644087.84523868
"MRPS2",8473,68,-1.129125,1644092.7335434
"TGFBR3",11688,36,-1.512375,1644094.8052151
"REPIN1",7626,231,0.353,1644094.95925263
"SIPA1L3",16602,91,1.17733333333333,1644097.03590093
"BBS12",8809,20,0.0543333333333335,1644100.15962315
"MRPL13",13683,46,-1.06866666666666,1644102.05540404
"MOS",14920,160,0.41675,1644103.01656373
"ZNF415",11602,218,1.5985,1644103.93016272
"ZNF211",13725,34,-0.23225,1644104.05680412
"SIPA1L2",3499,155,0.0577500000000005,1644104.76707502
"CENPL",312,85,-1.26983333333334,1644106.09358468
"COQ4",7514,128,0.364583333333333,1644109.20377381
"MUS81",13504,156,-0.505583333333333,1644109.28069182
"FNDC4",4938,79,0.227749999999999,1644109.36709376
"THEG",444,215,0.627375,1644113.01120995
"NAT2",7257,237,3.88866666666667,1644114.01591974
"C9orf86",8320,236,0.257850000000001,1644118.3488596
"ZNF57",992,126,-0.1945,1644119.74609467
"TOP1MT",13029,128,-0.566750000000001,1644121.84556217
"SMUG1",13137,143,0.0979166666666671,1644127.82876037
"ATP6V0A1",16017,62,-0.512875,1644131.25677083
"FTMT",8896,65,0.300499999999999,1644131.90797746
"PPARA",16807,151,-0.395155263157895,1644134.38279283
"ELAVL3",2168,183,-0.00335000000000009,1644136.28430469
"AGT",13242,172,-3.293625,1644141.70443483
"MBOAT2",15147,117,0.708499999999999,1644142.9427662
"SNX14",16687,20,-0.47025,1644143.18180575
"SNTG2",11168,232,2.059375,1644145.06328012
"CACNA2D4",6419,217,-0.371833333333333,1644148.29026333
"HTR7",6649,93,-0.838916666666666,1644149.93612546
"CDRT4",13595,130,-0.13025,1644151.34197456
"NFIL3",4578,87,-0.832125,1644156.11472055
"LYRM7",982,128,-1.13455555555555,1644160.22020302
"CLIP4",3038,69,-0.498,1644161.47812181
"GIP",16434,150,-0.0187499999999999,1644164.28233223
"FAM101A",8243,222,3.21891666666667,1644166.07908543
"NCK2",9129,184,0.567,1644173.06489194
"SP1",1725,161,0.947125,1644173.78449462
"SLC23A2",16302,227,-0.0895500000000003,1644175.00090607
"KAZALD1",12194,236,1.28541666666667,1644175.20336445
"USP3",8716,95,-0.3872,1644175.38635276
"LYK5",12429,172,-0.2588125,1644176.2437791
"CD1B",9298,35,-3.40091666666667,1644176.46082068
"CNO",11003,54,-0.380625,1644176.9668103
"RHBDF1",4565,62,0.222083333333334,1644177.10350494
"ATP5S",1404,79,-0.267166666666666,1644179.72133906
"ZNF224",11913,164,0.26265,1644180.62938728
"THSD4",10751,22,-1.14458333333334,1644182.41346854
"CSNK2A1P",5472,67,-0.914625,1644183.12163962
"C16orf78",513,88,-0.0863333333333334,1644185.35505733
"NINJ2",14455,71,-0.909624999999999,1644185.84627514
"OR52K2",10860,159,0.439833333333334,1644187.47997834
"C14orf147",12126,40,-0.986625,1644189.59911724
"SLC16A13",16879,70,-0.2405,1644189.66071487
"XYLT2",11291,21,-0.696750000000001,1644190.99233684
"C20orf72",13969,22,-1.71275,1644193.70743153
"PDGFRB",9037,197,2.402625,1644195.32212039
"AIM1",14381,102,1.14725,1644196.02951115
"CDC40",4874,29,-0.415285714285713,1644198.60770828
"BRF2",17153,55,0.0389166666666671,1644200.54086448
"ATP1A2",16812,153,-0.418124999999998,1644203.12753138
"SLC2A4",1859,20,-1.40666666666667,1644206.11315875
"C14orf132",11033,222,1.1439375,1644210.23122328
"GNL1",14511,51,-1.01991666666666,1644213.07289333
"SNX10",14312,44,-1.05525,1644213.54815406
"TAC1",394,60,-0.0225444444444456,1644213.91462689
"PFKFB2",595,38,0.0673333333333335,1644214.24042042
"RAB3IL1",16935,197,0.932999999999999,1644214.82212154
"PRAME",10758,33,-5.72506666666667,1644217.61424477
"SPACA3",14279,53,-0.1115,1644222.05756743
"COL6A1",15024,47,-0.0453181818181825,1644223.85115216
"BCS1L",6966,232,-0.0622500000000002,1644225.57928331
"KRT5",2015,55,-2.2733,1644227.95652555
"C14orf143",1399,23,-0.886416666666667,1644229.36632604
"UBE2R2",10431,25,-0.298375,1644233.78058356
"PDZK1",4162,211,2.163,1644238.31980946
"ZC3H7B",8242,183,0.648,1644239.49781218
"TCIRG1",4026,229,0.818375000000001,1644242.30172153
"TMEM154",5988,35,0.0862500000000004,1644242.85360309
"ANKRD15",7767,169,0.151833333333334,1644244.52248684
"ZNF7",11117,105,-0.0479999999999996,1644244.62769913
"FAM19A4",4507,204,-1.807375,1644244.75057524
"SLC8A1",13104,28,1.16765,1644246.72259136
"LRTM2",16176,20,-0.462624999999999,1644253.24108527
"ZBTB17",7640,74,-0.210625,1644253.3046859
"KCNV1",9608,192,0.221749999999999,1644256.16959713
"APEX1",7008,94,-0.213,1644256.26628698
"MTG1",4664,95,-1.077,1644260.94117869
"PYCARD",3258,153,1.41875,1644269.61295227
"ETV2",13294,109,0.159666666666666,1644270.5940701
"STON2",5719,67,-0.0699166666666656,1644270.65870773
"JPH2",13345,44,0.1123,1644272.16610025
"C17orf37",4363,221,1.59175,1644273.02166471
"NPY6R",4498,60,0.11625,1644273.09461403
"STK4",12668,35,-0.678388888888889,1644273.4998098
"FAM26C",9670,229,0.908000000000001,1644275.48074164
"COL1A1",8812,43,3.08725,1644289.37232025
"C3orf23",3461,21,-0.830651785714285,1644293.05058151
"SPTAN1",3498,68,-0.0645833333333332,1644294.6111013
"MED25",6901,70,0.129083333333333,1644295.91088275
"OR5B3",17028,187,0.44775,1644296.10733917
"TRDN",16318,198,0.573,1644296.60618877
"EXOD1",12522,216,-0.673816666666666,1644300.56081268
"GREM2",11391,235,1.88414285714286,1644303.02368432
"CCDC126",5378,203,2.15695833333334,1644303.05152036
"SLC10A5",7428,52,0.275,1644305.61061457
"ELOVL3",1182,44,-0.66875,1644308.40645891
"PHPT1",4792,160,0.2515,1644310.04807278
"ARHGAP28",7936,154,0.115125,1644311.94559028
"C17orf28",3999,219,2.29,1644323.33503116
"RSBN1",7314,45,-0.470125,1644323.44714246
"LOC729440",10383,198,0.494125,1644326.08093965
"LRFN3",7861,24,0.1165625,1644326.14410654
"INPP5B",373,26,-1.14375,1644329.05161105
"FAM77C",10700,51,-2.98175,1644330.8102174
"NHEJ1",16664,211,-0.00291666666666702,1644341.45159546
"ZIK1",7080,218,0.0743750000000016,1644341.71122057
"FAM27E3",3429,77,-2.579,1644342.04864971
"SAMD4A",8736,20,-1.06715,1644347.31542571
"MDM1",14483,87,0.1071,1644351.4760384
"SPTBN5",16632,126,1.70366666666667,1644355.41678593
"CDKN2AIP",1843,33,-0.403125,1644357.72483596
"XRCC1",13488,229,0.39255,1644357.81335463
"CAPN5",17017,205,0.23675,1644357.85729708
"SLC9A7",12210,51,-0.0789166666666667,1644357.893711
"C3orf34",5802,21,-1.22258333333333,1644358.1725659
"GNB2L1",3988,59,-0.688125,1644360.82261524
"SMPDL3A",8056,50,-0.307600000000001,1644363.77278175
"KIAA0372",4881,21,-0.988916666666669,1644365.8263407
"RC3H2",7385,211,-0.1795,1644366.87274835
"FAAH",10106,60,0.824499999999999,1644367.21018714
"MRPL27",7358,147,0.0532500000000001,1644368.34058244
"ZNF300",10496,51,-2.05716666666667,1644370.23662025
"ROPN1B",673,165,-0.263749999999999,1644370.42680822
"SLC16A3",4001,32,-3.3599375,1644370.61434859
"NAT11",6263,38,-1.55233333333333,1644372.83042397
"GPRASP1",10599,46,-0.0890000000000004,1644373.17022388
"MUC17",9451,38,-0.125964285714286,1644373.98516283
"ZBTB4",2715,75,1.0854375,1644376.08345491
"NPFFR2",4660,134,-0.824169642857142,1644376.19985174
"VPS25",13251,22,-0.79775,1644376.49372028
"SET",13371,221,-0.1146,1644377.1980327
"LAMC1",16716,234,0.907875,1644377.30398905
"HIC1",4997,44,0.821666666666666,1644377.99856421
"ZFY",7596,101,-1.04983333333333,1644379.61791744
"MRPL10",10886,105,-0.649833333333333,1644385.18660654
"RTN4R",16325,173,0.361124999999999,1644392.12902567
"C20orf198",9028,54,-0.4945,1644397.22294211
"DOCK11",8962,83,-0.9965,1644397.62711826
"SILV",1410,132,-4.52958333333334,1644398.16182713
"SEPT6",7589,189,-0.38255,1644399.01429849
"NFKB2",15329,230,1.07125,1644400.14901279
"ITIH1",17042,20,-1.498875,1644405.98898932
"BTBD9",13427,225,1.3304,1644406.50070719
"LOC344405",5608,23,-2.316125,1644408.00897819
"ATG4D",1442,233,0.469625,1644409.49326904
"CPB1",15617,143,3.282375,1644410.90178612
"UXS1",11580,188,0.0282499999999996,1644413.86873055
"GTF3C6",15016,167,-0.0983749999999999,1644416.08847158
"PSKH1",9527,101,-0.2355,1644418.10365879
"ADAM28",7221,116,1.41625,1644422.43239503
"ZNF551",9154,171,-0.220875000000001,1644427.94793046
"C20orf58",5053,175,-1.975125,1644433.25852548
"EPHB1",15674,230,3.267625,1644433.63084608
"ADAM30",14090,208,0.55125,1644433.70139147
"POLA2",3247,67,-1.73,1644433.84102197
"C15orf29",14426,50,0.0513750000000002,1644435.17790027
"CNOT10",1535,50,-0.649375,1644435.17790027
"SEC23A",16758,41,-1.59491666666667,1644436.03921799
"FAM132A",11529,144,-0.6295,1644436.15584494
"TSSC1",3404,43,-1.0045,1644437.7817559
"STOX2",1314,58,-1.16266666666667,1644440.08850842
"ZSCAN29",10191,221,0.387,1644445.75588
"FOXP2",13599,225,-0.0684375000000001,1644446.70906972
"LOC150223",1373,30,-2.29725,1644448.86116211
"KRTAP1-3",13609,103,0.187249999999999,1644449.10882041
"MGC11102",233,119,-0.0386874999999999,1644452.99380407
"DYNC1LI1",5013,186,0.0883750000000001,1644454.17228093
"ALS2CR4",480,47,-0.593375,1644454.43469713
"EI24",15711,141,0.0417499999999999,1644457.58969952
"OLFML2A",9000,110,1.0678125,1644462.89998732
"GRAMD3",8696,20,0.630124999999999,1644464.56801511
"LENG4",16559,236,0.936812500000001,1644465.17914032
"SPINK4",721,211,0.919166666666667,1644465.48974569
"PYGL",1697,81,-1.40783333333334,1644465.92073688
"HMGB3",11960,237,1.04942307692308,1644466.77651616
"SMAD2",7150,22,-0.0687499999999997,1644467.77719897
"RYR3",16230,167,-0.00837499999999969,1644468.06785123
"TBC1D21",15839,222,0.272516666666667,1644469.15109538
"TMEM178",6528,218,1.18475,1644470.13885057
"TBL1Y",3749,141,-0.313874999999999,1644470.70202477
"IRF1",5497,22,-0.579374999999998,1644471.51292985
"TTC32",12294,21,-2.09,1644472.81041161
"LPA",1716,170,-0.152083333333333,1644473.34815529
"PTPRH",4622,27,-4.1115,1644474.78382571
"C14orf173",803,222,0.274083333333334,1644479.72719442
"PCDH19",16874,182,1.271,1644481.4137366
"ANGPTL2",4136,228,1.82775,1644482.56593481
"STK17A",112,222,-0.1411,1644482.59156468
"MSH5",1691,27,-2.507,1644486.35316248
"TCEB2",14951,208,0.332150000000001,1644487.98019603
"STARD4",2947,42,-3.162125,1644489.09910381
"FAM19A1",6903,100,0.268666666666666,1644490.83903395
"NOL10",11876,231,0.33625,1644492.0012829
"LOC126147",14043,232,0.355083333333333,1644493.60088717
"POU2F2",7050,154,0.99815,1644493.63012549
"PARP16",10958,223,0.32425,1644493.79504956
"SCP2",11021,207,1.054625,1644496.11466436
"C17orf79",16387,189,0.17,1644499.90071074
"RNMT",5279,234,-0.0858125000000005,1644501.06663651
"C15orf27",13001,170,-1.89325,1644501.26518032
"ZC3HAV1",12188,199,0.48585,1644502.56744119
"TUBD1",4378,184,-0.812125,1644504.25364726
"NUP205",3161,26,-1.962125,1644506.41332017
"BLCAP",7266,50,0.4738125,1644506.95383945
"NEFM",10007,90,-2.22975,1644507.63487316
"C10orf72",10150,26,-0.662848214285715,1644512.98850446
"C9orf9",16386,215,1.00083333333333,1644516.87468982
"RSL1D1",11818,173,-0.0602187499999996,1644519.31256603
"SERP1",339,194,1.1928125,1644520.94966498
"SUPT4H1",13111,140,-0.0324374999999996,1644521.94349632
"TRIM45",308,139,-0.294583333333332,1644523.79122913
"OR11L1",331,226,0.93275,1644531.58822677
"RSPO3",11785,21,2.07725,1644531.58822677
"ANG",10265,223,0.796,1644531.73330847
"RP11-298P3.3",12554,21,-0.8155,1644533.80271575
"ETV6",4267,208,1.6735,1644534.42231371
"OR2C1",631,75,-0.162,1644536.35531351
"PTTG2",15986,123,-2.2455,1644538.12554638
"MGC3771",3606,21,-0.421250000000001,1644539.20549878
"C1orf175",4049,232,1.01283333333333,1644541.30436073
"C12orf52",14250,149,-0.00974999999999987,1644541.65898277
"NDUFB3",521,231,0.376874999999999,1644542.10071547
"RFESD",12335,214,-1.37125,1644544.72792794
"SLC26A11",1494,27,0.160875,1644546.28010634
"SPSB1",11711,216,1.51958333333334,1644546.29772774
"SEPT9",10201,162,-0.500125,1644546.96249484
"KRTAP6-3",14447,178,0.3835,1644548.44296692
"TRPS1",10777,21,2.56691666666667,1644549.03471784
"PANX2",10569,22,-0.6519,1644549.87429528
"IHPK3",11347,127,0.224999999999998,1644552.68880255
"ZC3H14",492,28,-0.7705,1644559.24170519
"THBS3",16367,175,1.15425,1644560.64440357
"SS18",3855,115,0.309583333333334,1644565.61938393
"KDELR2",9704,105,0.135145833333333,1644567.2812875
"C3orf58",5213,181,0.758958333333334,1644568.42570592
"ASB1",15638,83,-0.89595,1644570.37688615
"GFI1B",7893,233,-0.820000000000002,1644570.52558426
"MRGPRX3",8428,34,-2.15325,1644570.54525374
"USH1G",6217,185,0.272750000000001,1644573.05132909
"HOXC13",9885,52,-1.72475,1644575.61813166
"KLHDC6",1403,184,0.720416666666667,1644576.11198418
"SYTL4",11165,207,1.70525,1644576.88018294
"PCSK6",4603,177,0.733600000000001,1644577.02238427
"CALD1",5306,127,0.6085,1644577.66344477
"ATP2B4",9502,128,-0.369041666666666,1644577.66344477
"KLK3",1020,143,0.580142857142858,1644577.93220029
"ACSBG2",2271,218,0.499124999999999,1644578.55252397
"PARP3",10672,208,0.778250000000001,1644578.61344274
"POU3F2",13511,79,-3.30341666666666,1644579.25923246
"ATP2C2",9323,233,3.143125,1644581.61567034
"SLC6A2",1095,32,-0.309000000000002,1644582.25570676
"COL22A1",11944,234,1.4335,1644584.87537556
"COL10A1",4216,226,6.36825,1644585.04886574
"SLC2A11",17282,144,0.06375,1644585.16241268
"NPAS3",4317,234,1.588375,1644585.19631617
"CALML4",3403,224,0.476,1644585.38029716
"CDR1",5083,116,2.4810625,1644590.98976652
"OR51I1",10346,224,-0.230249999999999,1644592.52038739
"FBN1",16684,61,-0.40705,1644594.11765122
"CENPB",5249,94,-0.17075,1644594.13485869
"DACT3",16344,215,1.53116666666666,1644595.11897741
"SI",14039,83,0.198916666666667,1644596.03050958
"TIGD5",6491,234,1.483,1644596.28380317
"ZNF30",4234,229,1.36025,1644597.26229814
"KIAA0100",149,50,-0.59415,1644598.61463253
"NEK4",1189,227,0.762678571428572,1644598.73232694
"RGN",13043,20,-2.9406875,1644600.88476158
"NDP",1004,228,0.580562499999997,1644602.71319755
"ITGA2B",10408,20,-1.20191666666666,1644605.07327861
"TRPV3",3139,115,-0.100125,1644606.76831259
"ACTR1B",8376,90,-0.486625,1644610.18538975
"HMCN1",1263,58,-0.781416666666667,1644612.26863873
"ZNF519",14074,218,-0.222624999999999,1644614.41910838
"MAMDC4",13859,205,-1.0035,1644617.17788185
"TMEM156",13183,80,-0.715083333333333,1644617.48232678
"MGAT5B",3526,158,-1.96641666666667,1644618.51701157
"SH3KBP1",16540,42,-1.1783,1644621.15401337
"AMN1",12040,105,0.432375,1644621.22936152
"ENPP1",12809,46,-0.711166666666668,1644623.2600842
"TMEM58",8548,66,0.40125,1644623.89031283
"TBC1D1",10481,187,0.596250000000001,1644629.80523315
"CCDC59",11938,49,-1.00675,1644629.88221384
"COL12A1",5419,174,2.9814375,1644630.4631384
"LOC402573",11805,175,-0.368375,1644630.69051507
"TNFRSF17",13382,126,-1.09591666666667,1644633.48714722
"MEF2D",7666,201,0.909125000000001,1644633.50228255
"BOC",7493,102,2.04041666666667,1644634.13590591
"ZNF615",16019,233,2.017875,1644636.49395592
"UNQ1887",17114,42,0.42385,1644640.84858343
"TTC13",9034,228,0.732375,1644642.79414512
"PRSS1",15161,154,-3.53925,1644646.87896951
"SIX1",10716,91,0.567625,1644651.10215399
"SPESP1",10354,76,-1.57258333333333,1644652.10887684
"ZNF284",4527,208,-0.016,1644655.82195022
"SLC27A6",15740,128,-0.741125,1644662.23821053
"STEAP3",16363,107,-0.368812500000001,1644662.31209167
"C21orf34",13290,144,0.465999999999999,1644663.78723699
"NRXN3",16045,75,0.139,1644666.98611937
"KIR2DS1",7435,119,0.3685,1644668.05947935
"GPR101",3360,72,-0.22225,1644672.30038315
"CFP",10747,185,2.290875,1644673.53015952
"HNRNPA0",15483,210,0.0573000000000002,1644674.19547743
"XRN1",9535,144,0.313035714285715,1644681.45797891
"DDX26B",1372,229,0.442000000000001,1644682.83037219
"TMC2",1230,140,0.19675,1644685.36450904
"C19orf41",6532,20,-0.603708333333334,1644686.30612827
"PRDM15",4217,53,-0.986312500000001,1644686.38708034
"ZC3H10",14984,102,0.7317,1644689.1791375
"PDZD3",169,206,0.14975,1644691.02913437
"CGB2",14472,157,0.0845000000000001,1644691.77039828
"LOC146325",16451,218,0.630333333333334,1644696.56468525
"HCFC2",9462,218,0.867874999999999,1644696.82852773
"TRPA1",2567,62,-4.62008333333333,1644701.06195994
"LPAL2",7013,227,0.222416666666666,1644702.39685896
"C17orf74",9307,157,0.107,1644704.43831109
"SFTPC",831,21,-0.519374999999999,1644704.79203405
"MFSD9",2080,118,-0.455833333333334,1644707.40752724
"HSPB2",7968,170,4.30925,1644710.74556714
"RNF113A",10126,75,-0.492625,1644713.10900325
"ANKS1B",10138,40,0.46575,1644714.02997564
"SYTL5",262,170,-0.294750000000001,1644716.65999192
"RALGPS1",2484,20,-0.287500000000001,1644717.61839457
"SLC26A9",1862,20,-2.27041666666666,1644721.49295811
"C7",1523,205,4.188875,1644721.55067584
"AIFM1",1102,78,-0.37525,1644723.16669483
"ADRA2A",15350,111,4.3355,1644725.25577262
"TXNL4A",6991,231,0.264500000000001,1644727.43219571
"ANKRD11",1429,220,-0.162416666666667,1644728.96832369
"CACNG4",16453,191,1.0362,1644729.75502848
"KRTAP5-8",11514,36,-0.599333333333333,1644734.09080301
"ATP13A1",6569,184,0.176916666666666,1644734.3877835
"PCDH11Y",10420,67,-0.469166666666667,1644734.51021224
"LOC388381",541,205,0.483875,1644735.62837209
"NOL6",4022,213,0.2141875,1644738.20710913
"PRODH",1777,49,-1.40475,1644742.9800805
"MANBAL",16307,202,0.62225,1644743.10970398
"SLC13A5",12762,206,-2.5130625,1644744.28273348
"PELP1",9898,227,0.239333333333332,1644744.8924377
"PCGF6",16390,35,-1.24041666666667,1644748.2627614
"MED15",786,113,-0.690583333333333,1644749.28223883
"RAET1G",1270,37,-1.24875,1644749.45627128
"NOLC1",17106,24,-1.09872291666666,1644749.52105281
"SLIC1",1134,170,0.633125,1644750.1634254
"CLDN2",14257,36,-0.116833333333333,1644752.34358425
"LIN37",14914,231,1.09175,1644755.62204279
"TRAF3IP3",13874,28,-0.192464285714286,1644766.09554504
"ZSCAN1",5967,32,0.13275,1644777.36130548
"CORO1C",15526,207,-0.061083333333334,1644779.69174143
"GSTO1",4152,89,-1.161625,1644780.92266667
"CLDN14",9415,237,1.66675,1644782.10949904
"CCDC38",2941,150,0.249125,1644782.67117307
"FAM63A",15717,109,0.600875,1644783.45392869
"FNDC5",8352,202,0.683625,1644785.05365496
"MRPS21",866,134,-0.167749999999999,1644785.43300631
"MS4A5",12269,218,0.64325,1644785.45868982
"INSRR",6667,87,-0.00699999999999999,1644787.40502373
"OR5F1",12411,21,-0.131625,1644791.34472235
"LACRT",2996,26,-0.293249999999998,1644795.04997558
"HKR1",3042,212,1.026875,1644802.64182074
"ASXL3",12494,21,-3.40175,1644803.21495624
"WDR87",2909,213,0.702083333333334,1644803.6165995
"CRYBA2",1347,231,1.073125,1644806.16983038
"AS3MT",11899,141,-0.923749999999999,1644807.16982228
"SMARCD2",16841,106,-0.255875,1644808.571044
"RP13-102H20.1",12748,105,-4.014125,1644811.93771958
"TRAM2",4687,22,-1.18541666666667,1644813.55225093
"ARX",2820,223,1.2096875,1644814.6121244
"FCN1",13187,66,1.3325,1644816.57077303
"DMKN",1688,231,1.00991666666666,1644820.08602285
"RAPGEF4",12400,37,-0.0133749999999996,1644820.274488
"TSPYL4",15351,179,0.6325,1644821.19653557
"STMN1",9239,176,-1.36255555555556,1644822.12348044
"CDH11",13492,231,4.11966666666667,1644826.63226616
"NFAT5",9139,24,-1.27765,1644831.40083565
"BTF3L4",12454,41,-0.64725,1644833.73644718
"PUS1",14303,168,-0.665214285714285,1644836.7987315
"EXTL2",2990,47,-1.32508333333333,1644837.24483133
"RANGAP1",6540,208,-0.33125,1644841.74515064
"DKFZp564N2472",5391,81,0.28325,1644843.68429252
"LOC401397",8757,222,0.128999999999999,1644844.19751156
"BNC2",5357,80,-0.576392857142858,1644845.8957838
