"","mutO","mutX","MSE"
"AP4B1",1,145,737762.404156826
"CHTF18",1,145,737762.404156826
"KLF6",1,145,737762.404156826
"MCTP1",1,145,737762.404156826
"KNTC1",1,145,737762.404156826
"SIRPG",1,145,737762.404156826
"LRRC48",1,145,737762.404156826
"NDUFA9",1,145,737762.404156826
"SLC9C2",1,145,737762.404156826
"ZNF681",1,145,737762.404156826
"NUP107",1,145,737762.404156826
"CTNND1",1,145,737762.404156826
"RNF182",1,145,737762.404156826
"ZNF625",1,145,737762.404156826
"SLC2A1",1,145,737762.404156826
"ADAM29",1,145,737762.404156826
"CLIC5",1,145,737762.404156826
"EXOC4",1,145,737762.404156826
"PTPN6",1,145,737762.404156826
"PLD3",1,145,737762.404156826
"GALK2",1,145,737762.404156826
"KCNT2",1,145,737762.404156826
"OBSL1",1,145,737762.404156826
"AGTR2",1,145,737762.404156826
"ATP8A2",1,145,737762.404156826
"CAV1",1,145,737762.404156826
"CD2AP",1,145,737762.404156826
"MKL2",1,145,737762.404156826
"PARK2",1,145,737762.404156826
"RAB3A",1,145,737762.404156826
"VPS33A",1,145,737762.404156826
"SERPINI2",1,145,737762.404156826
"SCAND3",1,145,737762.404156826
"NMRK2",1,145,737762.404156826
"LILRB3",1,145,737762.404156826
"GLUD2",1,145,737762.404156826
"TRIM37",1,145,737762.404156826
"RPE65",1,145,737762.404156826
"ADAMTS18",1,145,737762.404156826
"ITPKC",1,145,737762.404156826
"PDCD11",1,145,737762.404156826
"SPINK5",1,145,737762.404156826
"SNX6",1,145,737762.404156826
"SEC24B",1,145,737762.404156826
"ATAD2",1,145,737762.404156826
"ZNF35",1,145,737762.404156826
"EPHB4",1,145,737762.404156826
"HAPLN3",1,145,737762.404156826
"PEX3",1,145,737762.404156826
"SOX7",1,145,737762.404156826
"PANK4",1,145,737762.404156826
"TBC1D3P5",1,145,737762.404156826
"ECHDC3",1,145,737762.404156826
"FAM26F",1,145,737762.404156826
"OPLAH",1,145,737762.404156826
"PAK1",1,145,737762.404156826
"ITGA6",1,145,737762.404156826
"MLXIPL",1,145,737762.404156826
"OR10J3",1,145,737762.404156826
"ERC2",1,145,737762.404156826
"NAPSB",1,145,737762.404156826
"SLCO1B1",1,145,737762.404156826
"TMEM167A",1,145,737762.404156826
"ABCF2",1,145,737762.404156826
"TBCCD1",1,145,737762.404156826
"CIRH1A",1,145,737762.404156826
"GPR83",1,145,737762.404156826
"PI4K2A",1,145,737762.404156826
"TMEM59L",1,145,737762.404156826
"UFL1",1,145,737762.404156826
"SCML4",1,145,737762.404156826
"ABHD12",1,145,737762.404156826
"HIST1H4E",1,145,737762.404156826
"DNAJC28",1,145,737762.404156826
"HCRTR2",1,145,737762.404156826
"IL5RA",1,145,737762.404156826
"PDCL3",1,145,737762.404156826
"MRPL2",1,145,737762.404156826
"SEC14L1",1,145,737762.404156826
"TPD52",1,145,737762.404156826
"LHX2",1,145,737762.404156826
"CHCHD3",1,145,737762.404156826
"OR2M4",1,145,737762.404156826
"OR4K1",1,145,737762.404156826
"AKT2",1,145,737762.404156826
"ADAD1",1,145,737762.404156826
"ADPRM",1,145,737762.404156826
"ARL16",1,145,737762.404156826
"C1orf95",1,145,737762.404156826
"C20orf173",1,145,737762.404156826
"C5orf51",1,145,737762.404156826
"CCDC64B",1,145,737762.404156826
"CISD3",1,145,737762.404156826
"DRG1",1,145,737762.404156826
"H2AFX",1,145,737762.404156826
"IL20RA",1,145,737762.404156826
"KRTAP26-1",1,145,737762.404156826
"NREP",1,145,737762.404156826
"PBK",1,145,737762.404156826
"PCBP1",1,145,737762.404156826
"PDK1",1,145,737762.404156826
"RETNLB",1,145,737762.404156826
"RPS2",1,145,737762.404156826
"RPS27",1,145,737762.404156826
"SCGB1D2",1,145,737762.404156826
"SLC28A1",1,145,737762.404156826
"TMEM245",1,145,737762.404156826
"SCN2A",4,142,737769.020957939
"GIMAP7",2,144,737770.609541476
"ARHGAP11A",2,144,737774.790667808
"PSD",3,143,737781.897467829
"DCST1",1,145,737783.38516769
"C11orf21",1,145,737783.38516769
"MRPS11",1,145,737783.38516769
"TSPAN7",1,145,737783.38516769
"TWISTNB",1,145,737783.38516769
"ATAT1",1,145,737783.38516769
"MAZ",1,145,737783.38516769
"UQCRC2",1,145,737783.38516769
"KNDC1",1,145,737783.38516769
"MBOAT7",1,145,737783.38516769
"ITGAM",1,145,737783.38516769
"COASY",1,145,737783.38516769
"BBS5",1,145,737783.38516769
"C8orf48",1,145,737783.38516769
"CLDN24",1,145,737783.38516769
"COX5A",1,145,737783.38516769
"DIRAS3",1,145,737783.38516769
"FAHD2A",1,145,737783.38516769
"FPGS",1,145,737783.38516769
"HSPA4L",1,145,737783.38516769
"KCTD21",1,145,737783.38516769
"MAP3K10",1,145,737783.38516769
"SERPINA6",1,145,737783.38516769
"SLC2A14",1,145,737783.38516769
"SNX10",1,145,737783.38516769
"MAMLD1",2,144,737785.458476027
"NFATC2",3,143,737788.912826899
"FMN1",4,142,737793.423451669
"MYH13",2,144,737796.522260274
"CR2",2,144,737796.522260274
"OGG1",2,144,737796.522260274
"METTL2B",1,145,737798.976098252
"ITGA9",1,145,737798.976098252
"CD83",1,145,737798.976098252
"ABCD3",1,145,737798.976098252
"GH2",1,145,737798.976098252
"ACAD11",1,145,737798.976098252
"HIST1H2AK",1,145,737798.976098252
"STAT2",1,145,737798.976098252
"TRIP10",1,145,737798.976098252
"MKL1",1,145,737798.976098252
"MYADML",1,145,737798.976098252
"ARSA",1,145,737798.976098252
"DHRS4",1,145,737798.976098252
"ACAP1",1,145,737798.976098252
"BANK1",1,145,737798.976098252
"PUM2",1,145,737798.976098252
"IMMT",1,145,737798.976098252
"GDI1",1,145,737798.976098252
"ADIPOQ",1,145,737798.976098252
"ANGPTL1",1,145,737798.976098252
"CRLF2",1,145,737798.976098252
"FUT9",1,145,737798.976098252
"IER2",1,145,737798.976098252
"PAPD5",1,145,737798.976098252
"TMEM132C",1,145,737804.145488899
"CACNA1S",1,145,737804.145488899
"ART5",1,145,737804.145488899
"CCDC144B",1,145,737804.145488899
"PARP14",1,145,737804.145488899
"CNDP1",1,145,737804.145488899
"RPH3A",1,145,737804.145488899
"MSLNL",1,145,737804.145488899
"DNAL1",1,145,737804.145488899
"FAM194A",1,145,737804.145488899
"OR8B12",1,145,737804.145488899
"EDA2R",1,145,737804.145488899
"ITGB2",1,145,737804.145488899
"TLE3",1,145,737804.145488899
"CELF1",1,145,737804.145488899
"PLEKHB2",1,145,737804.145488899
"ACTRT2",1,145,737804.145488899
"AIG1",1,145,737804.145488899
"ANKRD34A",1,145,737804.145488899
"C17orf47",1,145,737804.145488899
"C20orf151",1,145,737804.145488899
"C8orf17",1,145,737804.145488899
"CDH2",1,145,737804.145488899
"CFTR",1,145,737804.145488899
"CPNE3",1,145,737804.145488899
"CYP2A7",1,145,737804.145488899
"FAM46A",1,145,737804.145488899
"GPR139",1,145,737804.145488899
"HACL1",1,145,737804.145488899
"HSPA13",1,145,737804.145488899
"KHDRBS2",1,145,737804.145488899
"MFSD3",1,145,737804.145488899
"MSTN",1,145,737804.145488899
"ODC1",1,145,737804.145488899
"RAG2",1,145,737804.145488899
"RASL12",1,145,737804.145488899
"RIC8B",1,145,737804.145488899
"SLC24A2",1,145,737804.145488899
"SLC25A15",1,145,737804.145488899
"SMG5",1,145,737804.145488899
"SRCRB4D",1,145,737804.145488899
"SRRM5",1,145,737804.145488899
"SULT6B1",1,145,737804.145488899
"TAGLN3",1,145,737804.145488899
"TTC9",1,145,737804.145488899
"UBE2Q1",1,145,737804.145488899
"ZC3H11A",1,145,737804.145488899
"ZNF418",1,145,737804.145488899
"ZNF491",1,145,737804.145488899
"USP34",3,143,737812.962895552
"SLC9A1",1,145,737814.442890883
"CCDC73",1,145,737814.442890883
"AKAP1",1,145,737814.442890883
"AKR1B1",1,145,737814.442890883
"CCDC82",1,145,737814.442890883
"CDH12",1,145,737814.442890883
"EHD2",1,145,737814.442890883
"ERV3-1",1,145,737814.442890883
"EYA1",1,145,737814.442890883
"LLGL1",1,145,737814.442890883
"MSN",1,145,737814.442890883
"OSBPL2",1,145,737814.442890883
"PDE4B",1,145,737814.442890883
"RPS6KA5",1,145,737814.442890883
"SCYL3",1,145,737814.442890883
"SMPD2",1,145,737814.442890883
"YIF1A",1,145,737814.442890883
"ZBTB40",1,145,737814.442890883
"CCDC135",1,145,737814.442890883
"CDH4",1,145,737814.442890883
"GREB1",1,145,737814.442890883
"KIAA1191",1,145,737814.442890883
"DNAJB13",1,145,737814.442890883
"CCDC136",1,145,737814.442890883
"MYH8",1,145,737814.442890883
"WDR78",1,145,737814.442890883
"ITIH3",1,145,737814.442890883
"HSPD1",1,145,737814.442890883
"INPP4B",1,145,737814.442890883
"AP2M1",1,145,737814.442890883
"LRRC7",1,145,737814.442890883
"CD19",1,145,737814.442890883
"MFF",1,145,737814.442890883
"POFUT1",1,145,737814.442890883
"SKOR1",1,145,737814.442890883
"KLHDC8B",1,145,737814.442890883
"CD84",1,145,737814.442890883
"MASTL",1,145,737814.442890883
"F2RL1",1,145,737814.442890883
"AIP",1,145,737814.442890883
"ASH1L-AS1",1,145,737814.442890883
"GAGE2B",1,145,737814.442890883
"MEX3B",1,145,737814.442890883
"PKD1L3",1,145,737814.442890883
"TRIM17",1,145,737814.442890883
"ATOH1",1,145,737814.442890883
"PPM1H",1,145,737814.442890883
"HIST3H3",1,145,737814.442890883
"CXCL6",1,145,737814.442890883
"ITGA5",1,145,737814.442890883
"PRPF38A",1,145,737814.442890883
"RNF144A",1,145,737814.442890883
"ZER1",1,145,737814.442890883
"ITSN2",2,144,737815.272070015
"SLC16A12",4,142,737824.007186957
"KDM4C",2,144,737825.720129376
"LAMA2",4,142,737826.586846421
"XPNPEP3",2,144,737829.784246575
"UBE3C",2,144,737832.950152207
"PIPSL",2,144,737836.554746956
"GHRL",2,144,737836.554746956
"ERMAP",2,144,737840.15239726
"CPQ",2,144,737840.15239726
"ARHGEF11",1,145,737842.788096363
"CAMSAP2",1,145,737842.788096363
"TRPM5",1,145,737842.788096363
"GAS2L3",1,145,737842.788096363
"FAM171B",1,145,737842.788096363
"HMMR",1,145,737842.788096363
"PIGO",1,145,737842.788096363
"USP33",1,145,737842.788096363
"KIF4B",1,145,737842.788096363
"MAMSTR",1,145,737842.788096363
"USP7",1,145,737842.788096363
"PANX3",1,145,737842.788096363
"PABPC4",1,145,737842.788096363
"DDX11",1,145,737842.788096363
"MAP6",1,145,737842.788096363
"ZNF385D",1,145,737842.788096363
"MMP25",1,145,737842.788096363
"PTPRF",1,145,737842.788096363
"SALL4",1,145,737842.788096363
"CHERP",1,145,737842.788096363
"ELOVL5",1,145,737842.788096363
"TAF5L",1,145,737842.788096363
"TKTL1",1,145,737842.788096363
"C14orf177",1,145,737842.788096363
"C10orf82",1,145,737842.788096363
"ARID5A",1,145,737842.788096363
"CCNC",1,145,737842.788096363
"NAT6",1,145,737842.788096363
"LRPPRC",2,144,737843.74310312
"ZFHX4",9,137,737847.725782977
"FAM111A",3,143,737848.478557972
"KIAA1210",4,142,737849.645330889
"GPKOW",1,145,737850.049315068
"TUBBP5",1,145,737850.049315068
"ZNF324",1,145,737850.049315068
"ORM2",1,145,737850.049315068
"RP1L1",1,145,737850.049315068
"SCAF1",1,145,737850.049315068
"OR2T2",1,145,737850.049315068
"ASIC4",1,145,737850.049315068
"CXorf40A",1,145,737850.049315068
"GOLGA6L1",1,145,737850.049315068
"HSPA5",1,145,737850.049315068
"POC5",1,145,737850.049315068
"SPATA22",1,145,737850.049315068
"ZNF443",1,145,737850.049315068
"FLNA",3,143,737850.485455184
"LAYN",2,144,737854.473554033
"FSTL4",2,144,737854.473554033
"MRFAP1",2,144,737854.913194444
"CBX8",1,145,737855.080774681
"NID2",1,145,737855.080774681
"IFI44",1,145,737855.080774681
"FANCC",1,145,737855.080774681
"ZNF668",1,145,737855.080774681
"CYP27B1",1,145,737855.080774681
"NUAK1",1,145,737855.080774681
"PHACTR2",1,145,737855.080774681
"FGD4",1,145,737855.080774681
"GTF2I",1,145,737855.080774681
"PPIL4",1,145,737855.080774681
"ANO8",1,145,737855.080774681
"DMP1",1,145,737855.080774681
"CA7",1,145,737855.080774681
"DKFZP686I15217",1,145,737855.080774681
"ZNF385C",1,145,737855.080774681
"ADPGK",1,145,737857.900614077
"PIWIL3",1,145,737857.900614077
"CDH3",1,145,737857.900614077
"TMEM150A",1,145,737857.900614077
"TRIM14",1,145,737857.900614077
"CTSB",1,145,737857.900614077
"TENC1",1,145,737857.900614077
"RDH11",1,145,737857.900614077
"CDAN1",1,145,737857.900614077
"IQCG",1,145,737857.900614077
"SNRNP40",1,145,737857.900614077
"SHCBP1",1,145,737857.900614077
"RABL6",1,145,737857.900614077
"SFTA3",1,145,737857.900614077
"SLCO1C1",2,144,737858.475266362
"ATXN2",1,145,737860.09844119
"KRT72",1,145,737860.09844119
"CALD1",1,145,737860.09844119
"ARMC6",1,145,737860.09844119
"UCP3",1,145,737860.09844119
"ABLIM3",1,145,737860.09844119
"PET112",1,145,737860.09844119
"LRRN3",1,145,737860.09844119
"SEMA3F",1,145,737860.09844119
"TSC22D3",1,145,737860.09844119
"KIF14",1,145,737860.09844119
"TCTE1",1,145,737860.09844119
"PSMD6",1,145,737860.09844119
"SERINC5",1,145,737860.09844119
"RIBC1",1,145,737860.09844119
"TMEM200A",1,145,737860.09844119
"MATN4",1,145,737860.09844119
"MND1",1,145,737860.09844119
"ANKRD6",2,144,737865.141504947
"METTL23",2,144,737865.141504947
"PAGE1",2,144,737865.141504947
"PNPO",2,144,737865.141504947
"PHLDB1",2,144,737868.683599696
"CACNA1A",4,142,737869.902324908
"C12orf56",1,145,737870.092394898
"KIF1C",1,145,737870.092394898
"SLK",1,145,737870.092394898
"LSS",1,145,737870.092394898
"DOCK3",1,145,737870.092394898
"LEKR1",1,145,737870.092394898
"AAAS",1,145,737870.092394898
"ACTL6B",1,145,737870.092394898
"FAM129A",1,145,737870.092394898
"LAMB2",1,145,737870.092394898
"NACA",1,145,737870.092394898
"PLXDC1",1,145,737870.092394898
"PLEKHG4B",1,145,737870.092394898
"CIITA",1,145,737870.092394898
"TARBP2",1,145,737870.092394898
"UROD",1,145,737870.092394898
"ADCY4",1,145,737870.092394898
"SLC6A11",1,145,737870.092394898
"MAN2C1",1,145,737870.092394898
"ATP9B",1,145,737870.092394898
"CSAD",1,145,737870.092394898
"ATF6B",1,145,737870.092394898
"DEFB105A",1,145,737870.092394898
"DFFB",1,145,737870.092394898
"FBXO24",1,145,737870.092394898
"LYSMD3",1,145,737870.092394898
"NQO1",1,145,737870.092394898
"OPN1MW",1,145,737870.092394898
"SON",1,145,737870.092394898
"UBASH3A",1,145,737870.092394898
"UBIAD1",1,145,737870.092394898
"C10orf120",1,145,737870.092394898
"ANGPTL7",1,145,737870.092394898
"COMMD5",1,145,737870.092394898
"LPAR4",1,145,737870.092394898
"MBD1",1,145,737870.092394898
"TNK1",1,145,737870.092394898
"PTCHD1",1,145,737870.092394898
"PIP5K1C",1,145,737870.092394898
"SYNCRIP",1,145,737870.092394898
"POGK",1,145,737870.092394898
"EDDM3A",1,145,737870.092394898
"RAB40C",1,145,737870.092394898
"AADAT",1,145,737870.092394898
"BOP1",1,145,737870.092394898
"C3orf43",1,145,737870.092394898
"HHEX",1,145,737870.092394898
"SELP",2,144,737872.21875
"TACC2",2,144,737872.21875
"KIAA1009",2,144,737872.21875
"SETD1B",4,142,737875.550405171
"DAB2IP",2,144,737875.74695586
"HEATR1",3,143,737889.065012613
"UNC13C",3,143,737891.027205671
"MAN2A1",2,144,737893.714041096
"ALS2",2,144,737893.714041096
"SFTPD",2,144,737893.714041096
"HNF4A",2,144,737896.770357686
"TRPM6",2,144,737896.770357686
"EML6",2,144,737897.199724125
"TRO",2,144,737897.199724125
"APOBR",2,144,737897.199724125
"APBB1IP",2,144,737897.199724125
"ATP8B1",2,144,737897.199724125
"PTPRZ1",2,144,737900.249952435
"GPR114",2,144,737900.249952435
"OR6C6",2,144,737900.249952435
"FGFR2",3,143,737906.179487179
"ZNF658",2,144,737907.1883086
"BMPER",2,144,737907.1883086
"NPR3",2,144,737907.1883086
"HEPHL1",2,144,737907.1883086
"RPGR",3,143,737908.122521314
"DOT1L",4,142,737917.109516689
"PCDHA8",2,144,737917.967988965
"SDK2",3,143,737925.934252962
"CYTH3",2,144,737927.836710426
"RIMS2",3,143,737931.536513715
"CXCR3",2,144,737935.08390411
"CCDC150",3,143,737942.685091165
"KCNQ3",2,144,737945.270119863
"SBF2",4,142,737946.269655605
"PEAK1",2,144,737951.610540335
"SCAPER",3,143,737952.889516876
"ADAM19",2,144,737954.979023973
"DBC1",2,144,737958.340563166
"PCDHA6",2,144,737958.754518645
"FZD6",2,144,737968.383514079
"CACNA2D3",3,143,737970.230194463
"PLEKHH1",2,144,737971.717275495
"ZNF534",2,144,737971.717275495
"ZCCHC12",2,144,737972.127806317
"SH3PXD2A",5,141,737973.651763334
"RBM47",2,144,737975.044092466
"CCDC104",2,144,737975.044092466
"DDR2",2,144,737975.453767123
"PTPRB",3,143,737975.683271067
"BRCA2",3,143,737978.402816362
"C5orf42",4,142,737984.361108431
"IQCH",2,144,737988.281915906
"CPA1",3,143,737989.234377495
"TBC1D8B",2,144,737994.859160959
"POTEE",2,144,738001.408628234
"TRIM28",2,144,738011.180745814
"SH3TC1",2,144,738011.180745814
"SUFU",2,144,738011.180745814
"PRAME",3,143,738012.495417824
"KRTAP5-10",2,144,738020.890363394
"CTNNB1",1,145,738022.492205952
"SHROOM4",1,145,738022.492205952
"GHITM",1,145,738022.492205952
"LTF",1,145,738022.492205952
"CYP2F1",1,145,738022.492205952
"AK8",1,145,738022.492205952
"POU2F2",1,145,738022.492205952
"LMBR1L",1,145,738022.492205952
"ZWILCH",1,145,738022.492205952
"BMP3",1,145,738022.492205952
"CASP2",1,145,738022.492205952
"SMC1B",1,145,738022.492205952
"TRAF5",1,145,738022.492205952
"PGK2",1,145,738022.492205952
"TMEM91",1,145,738022.492205952
"FHOD1",1,145,738022.492205952
"BTBD10",1,145,738022.492205952
"C12orf39",1,145,738022.492205952
"CCDC50",1,145,738022.492205952
"CHAD",1,145,738022.492205952
"CTRB2",1,145,738022.492205952
"ENSG00000257033",1,145,738022.492205952
"MBOAT1",1,145,738022.492205952
"NFYB",1,145,738022.492205952
"TRIM64B",2,144,738024.113013699
"MKI67",2,144,738024.113013699
"GPR108",2,144,738024.113013699
"DDIT4L",2,144,738024.113013699
"ZNF434",2,144,738024.113013699
"FADS2",2,144,738024.50984589
"SELL",1,145,738029.568068021
"VILL",1,145,738029.568068021
"HIST1H2BB",1,145,738029.568068021
"PIK3CD",1,145,738029.568068021
"TRAF7",1,145,738029.568068021
"LPGAT1",1,145,738029.568068021
"CASKIN1",1,145,738029.568068021
"NFKB2",1,145,738029.568068021
"PPP1R13L",1,145,738029.568068021
"HEATR5A",1,145,738029.568068021
"CATSPER3",1,145,738029.568068021
"DHRS12",1,145,738029.568068021
"NDRG4",1,145,738029.568068021
"PIN1P1",1,145,738029.568068021
"FANCM",1,145,738029.568068021
"COX4I2",1,145,738029.568068021
"FAM135B",1,145,738029.568068021
"OR3A1",1,145,738029.568068021
"SUPT6H",1,145,738029.568068021
"ADAM2",1,145,738029.568068021
"AJUBA",1,145,738029.568068021
"ARL1",1,145,738029.568068021
"ASB7",1,145,738029.568068021
"BCAT2",1,145,738029.568068021
"BEND7",1,145,738029.568068021
"CD8A",1,145,738029.568068021
"CHST3",1,145,738029.568068021
"CLEC10A",1,145,738029.568068021
"COG2",1,145,738029.568068021
"CTNNA3",1,145,738029.568068021
"DVL1",1,145,738029.568068021
"ELP5",1,145,738029.568068021
"ENSG00000254756",1,145,738029.568068021
"EPS15",1,145,738029.568068021
"ETFA",1,145,738029.568068021
"GIMAP8",1,145,738029.568068021
"HDAC2",1,145,738029.568068021
"HHIPL2",1,145,738029.568068021
"HIAT1",1,145,738029.568068021
"HIST1H3A",1,145,738029.568068021
"HIST1H3I",1,145,738029.568068021
"HYAL4",1,145,738029.568068021
"IGHE",1,145,738029.568068021
"IMPA1",1,145,738029.568068021
"KCNA10",1,145,738029.568068021
"KCNV2",1,145,738029.568068021
"LRFN5",1,145,738029.568068021
"LSM5",1,145,738029.568068021
"MARC2",1,145,738029.568068021
"MARCH10",1,145,738029.568068021
"MSL1",1,145,738029.568068021
"MST4",1,145,738029.568068021
"NAALAD2",1,145,738029.568068021
"NPDC1",1,145,738029.568068021
"NSFL1C",1,145,738029.568068021
"OR10Q1",1,145,738029.568068021
"OR2A4",1,145,738029.568068021
"PIANP",1,145,738029.568068021
"PLA2G2C",1,145,738029.568068021
"PVRIG",1,145,738029.568068021
"RGS3",1,145,738029.568068021
"SIM1",1,145,738029.568068021
"SPATA17",1,145,738029.568068021
"TAF6",1,145,738029.568068021
"TMEM66",1,145,738029.568068021
"TSPAN12",1,145,738029.568068021
"TSPAN31",1,145,738029.568068021
"UBQLN4",1,145,738029.568068021
"ZNF174",1,145,738029.568068021
"ZNF774",1,145,738029.568068021
"TINAG",1,145,738036.055550307
"PRG4",1,145,738036.055550307
"ADORA3",1,145,738036.055550307
"BMP2K",1,145,738036.055550307
"C17orf64",1,145,738036.055550307
"CALB2",1,145,738036.055550307
"ESPN",1,145,738036.055550307
"FAM40A",1,145,738036.055550307
"MAGEB3",1,145,738036.055550307
"NAA15",1,145,738036.055550307
"OR2AG2",1,145,738036.055550307
"PHF16",1,145,738036.055550307
"PRDM5",1,145,738036.055550307
"RGSL1",1,145,738036.055550307
"SLC9A4",1,145,738036.055550307
"TMEM247",1,145,738036.055550307
"RBM44",3,143,738044.876297219
"TYRP1",2,144,738046.477121385
"TGFBI",2,144,738046.477121385
"KCNJ12",3,143,738047.474630393
"UBAP2",3,143,738050.068301561
"UPF3A",2,144,738059.103833714
"CCNA2",2,144,738059.491248097
"STAP1",2,144,738059.491248097
"SLC44A3",1,145,738062.809825224
"CPEB2",1,145,738062.809825224
"TLR5",1,145,738062.809825224
"FAM182B",1,145,738062.809825224
"STK11IP",1,145,738062.809825224
"CXorf58",1,145,738062.809825224
"CNTFR",1,145,738062.809825224
"SNX5",1,145,738062.809825224
"ZNF740",1,145,738062.809825224
"AKNA",3,143,738062.966727337
"OCRL",2,144,738072.003424658
"WISP1",2,144,738072.003424658
"SCN1A",2,144,738074.730974125
"GPRASP2",3,143,738083.361784334
"GABRA6",2,144,738084.404490107
"NOA1",2,144,738084.404490107
"MYBPC2",3,143,738095.166938085
"LY75",3,143,738095.957179807
"AXIN1",3,143,738098.462272887
"DOPEY2",4,142,738100.297462859
"GPRASP1",2,144,738102.422326865
"TTC18",4,142,738104.634622805
"EPHA7",3,143,738108.436025162
"ADAMTS19",2,144,738111.527777778
"PCNXL2",2,144,738111.900637367
"DCAF4L2",2,144,738120.570728691
"SHANK2",2,144,738120.570728691
"AGAP1",2,144,738123.571156773
"GAD2",2,144,738123.940591705
"KIAA1107",3,143,738125.710604464
"C2orf71",2,144,738129.551179604
"LDLR",2,144,738129.551179604
"NR5A2",2,144,738129.551179604
"FLJ43860",2,144,738129.918902207
"ADAMTS2",2,144,738135.503424658
"MAPK6",2,144,738135.503424658
"MCMBP",2,144,738135.869434932
"KRT81",2,144,738141.792189878
"NRXN3",4,142,738142.516930349
"PRAMEF7",3,143,738142.756745538
"KRTAP5-1",2,144,738144.743150685
"PLXNA1",3,143,738145.173260529
"COMMD2",1,145,738148.404534719
"EBF4",1,145,738148.404534719
"FARSB",1,145,738148.404534719
"NPAS1",1,145,738148.404534719
"PFDN6",1,145,738148.404534719
"PRDM16",1,145,738148.404534719
"SFXN2",1,145,738148.404534719
"SNAP23",1,145,738148.404534719
"SPACA1",1,145,738148.404534719
"TDRD3",1,145,738148.404534719
"AKD1",1,145,738152.539442607
"MYT1",1,145,738152.539442607
"LIPE",1,145,738152.539442607
"TCOF1",1,145,738152.539442607
"LILRA5",1,145,738152.539442607
"BTF3L4",1,145,738152.539442607
"CRNN",1,145,738152.539442607
"IGF2BP2",1,145,738152.539442607
"ZNF99",1,145,738152.539442607
"ZXDA",1,145,738152.539442607
"SLC9A9",1,145,738152.539442607
"CADPS2",1,145,738152.539442607
"PRKCE",1,145,738152.539442607
"PTPN4",1,145,738152.539442607
"UGT1A7",1,145,738152.539442607
"XRN2",1,145,738152.539442607
"CHSY3",1,145,738152.539442607
"PTENP1",1,145,738152.539442607
"CLN3",1,145,738152.539442607
"KLHL1",1,145,738152.539442607
"OR52B2",1,145,738152.539442607
"C4orf51",1,145,738152.539442607
"CCDC33",1,145,738152.539442607
"GBF1",1,145,738152.539442607
"NCK1",1,145,738152.539442607
"SPO11",1,145,738152.539442607
"SSX7",1,145,738152.539442607
"TESK1",1,145,738152.539442607
"YAF2",1,145,738152.539442607
"SLC24A3",2,144,738153.193493151
"ROBO1",2,144,738156.117532344
"HIST1H1T",2,144,738159.034627093
"DZIP3",2,144,738161.944777397
"ELAVL3",3,143,738164.337548296
"GYG2",2,144,738165.205431887
"ZNF705E",3,143,738169.082000192
"ANKAR",2,144,738170.989297945
"IFI16",2,144,738170.989297945
"NBEAL2",3,143,738171.447233132
"GNAS",4,142,738171.607514953
"MALAT1",3,143,738173.807804068
"HCAR2",2,144,738173.870814307
"HS3ST2",2,144,738173.870814307
"EP400",1,145,738175.284648087
"MAML3",1,145,738175.284648087
"HELZ",1,145,738175.284648087
"GRIN1",1,145,738175.284648087
"PIF1",1,145,738175.284648087
"CLECL1",1,145,738175.284648087
"ARHGAP10",1,145,738175.284648087
"UNC13B",1,145,738175.284648087
"NUDT14",1,145,738175.284648087
"PLEKHG2",1,145,738175.284648087
"FMO5",1,145,738175.284648087
"CENPJ",1,145,738175.284648087
"KCNA5",1,145,738175.284648087
"BICD2",1,145,738175.284648087
"BPIFB4",1,145,738175.284648087
"ISLR2",1,145,738175.284648087
"UMOD",1,145,738175.284648087
"ACAT2",1,145,738175.284648087
"C16orf58",1,145,738175.284648087
"C8orf40",1,145,738175.284648087
"CRY2",1,145,738175.284648087
"ECH1",1,145,738175.284648087
"FFAR1",1,145,738175.284648087
"IDH3G",1,145,738175.284648087
"MNAT1",1,145,738175.284648087
"NAT8",1,145,738175.284648087
"OR5A1",1,145,738175.284648087
"PDHA1",1,145,738175.284648087
"PRRT4",1,145,738175.284648087
"SNORD18A",1,145,738175.284648087
"TIE1",1,145,738175.284648087
"TMEM18",1,145,738175.284648087
"TXK",1,145,738175.284648087
"ZSCAN21",1,145,738175.284648087
"DYNC2H1",4,142,738177.751422921
"KATNB1",2,144,738182.121385084
"RSPH10B",2,144,738185.327435312
"CSNK1A1L",3,143,738187.873327586
"ACE",2,144,738188.174229452
"MED23",2,144,738191.014079148
"COL5A2",4,142,738191.963968744
"VCAN",7,139,738196.816018809
"CARD11",4,142,738198.497130041
"MGA",2,144,738199.491961568
"SLC38A9",2,144,738199.491961568
"OR4C16",2,144,738199.491961568
"THSD7B",3,143,738201.045406648
"CASR",2,144,738201.957714992
"LRRK1",3,143,738204.070983811
"ESYT1",2,144,738205.109160959
"BTBD1",2,144,738205.109160959
"COL19A1",4,142,738208.486156666
"SCYL2",2,144,738213.482876712
"LRSAM1",2,144,738213.482876712
"PCDHGA1",2,144,738224.550608828
"HDLBP",3,143,738224.560877479
"NLRP9",2,144,738226.961567732
"SGK2",2,144,738226.961567732
"AMPD1",2,144,738226.961567732
"USH2A",14,132,738229.205338611
"OSBPL10",2,144,738232.441590563
"ADCY5",2,144,738232.778491248
"FAM90A1",2,144,738235.507229833
"AP1B1",3,143,738238.011016381
"KLK15",3,143,738240.236389182
"DGCR14",2,144,738240.609541476
"OR13C2",2,144,738240.609541476
